"game_play_number","id","sequence_number","type_id","type_text","text","away_score","home_score","period_number","period_display_value","clock_display_value","scoring_play","score_value","team_id","athlete_id_1","wallclock","shooting_play","game_id","season","season_type","home_team_id","home_team_name","home_team_mascot","home_team_abbrev","home_team_name_alt","away_team_id","away_team_name","away_team_mascot","away_team_abbrev","away_team_name_alt","game_spread","home_favorite","game_spread_available","home_team_spread","half","time","clock_minutes","clock_seconds","home_timeout_called","away_timeout_called","lead_period","lead_half","start_period_seconds_remaining","start_game_seconds_remaining","end_period_seconds_remaining","end_game_seconds_remaining","lag_period","lag_half","athlete_id_2","game_date","game_date_time","media_id","coordinate_x_raw","coordinate_y_raw","coordinate_x","coordinate_y"
78,401638645101916672,101916702,598,"Lost Ball Turnover","Lance Jones Turnover.",21,21,1,"1st Half","8:32",FALSE,0,2509,4432002,"2024-04-09T01:45:29Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"8:32",8,32,FALSE,FALSE,1,1,512,1712,498,1698,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
79,401638645101918080,101918101,598,"Lost Ball Turnover","Cam Spencer Turnover.",21,21,1,"1st Half","8:18",FALSE,0,41,4433083,"2024-04-09T01:46:05Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"8:18",8,18,FALSE,FALSE,1,1,498,1698,498,1698,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
80,401638645101918080,101918102,607,"Steal","Fletcher Loyer Steal.",21,21,1,"1st Half","8:18",FALSE,0,2509,5105853,"2024-04-09T01:46:05Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"8:18",8,18,FALSE,FALSE,1,1,498,1698,488,1688,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
81,401638645101919104,101919101,558,"JumpShot","Zach Edey made Jumper. Assisted by Braden Smith.",23,21,1,"1st Half","8:08",TRUE,2,2509,4600663,"2024-04-09T01:46:21Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"8:08",8,8,FALSE,FALSE,1,1,488,1688,457,1657,1,1,5105854,2024-04-08,2024-04-08 21:20:00,NA,29,6,-35.75,4
82,401638645101926208,101926201,558,"JumpShot","Stephon Castle missed Three Point Jumper.",23,21,1,"1st Half","7:37",FALSE,3,41,4845367,"2024-04-09T01:46:45Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"7:37",7,37,FALSE,FALSE,1,1,457,1657,457,1657,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,2,-1,42.75,23
83,401638645101926208,101926202,587,"Defensive Rebound","Braden Smith Defensive Rebound.",23,21,1,"1st Half","7:37",FALSE,0,2509,5105854,"2024-04-09T01:46:45Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"7:37",7,37,FALSE,FALSE,1,1,457,1657,447,1647,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
84,401638645101927232,101927201,558,"JumpShot","Braden Smith missed Jumper.",23,21,1,"1st Half","7:27",FALSE,2,2509,5105854,"2024-04-09T01:46:56Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"7:27",7,27,FALSE,FALSE,1,1,447,1647,447,1647,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,31,15,-26.75,6
85,401638645101927232,101927202,587,"Defensive Rebound","Tristen Newton Defensive Rebound.",23,21,1,"1st Half","7:27",FALSE,0,41,4592965,"2024-04-09T01:46:56Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"7:27",7,27,FALSE,FALSE,1,1,447,1647,434,1634,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
86,401638645101928512,101928501,558,"JumpShot","Tristen Newton made Jumper.",23,23,1,"1st Half","7:14",TRUE,2,41,4592965,"2024-04-09T01:47:11Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"7:14",7,14,FALSE,FALSE,1,1,434,1634,410,1610,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,32,3,38.75,-7
87,401638645101934912,101934901,598,"Lost Ball Turnover","Zach Edey Turnover.",23,23,1,"1st Half","6:50",FALSE,0,2509,4600663,"2024-04-09T01:47:31Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:50",6,50,FALSE,FALSE,1,1,410,1610,410,1610,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
88,401638645101934912,101934902,580,"OfficialTVTimeOut"," Official TV Timeout",23,23,1,"1st Half","6:50",FALSE,0,NA,NA,"2024-04-09T01:47:31Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:50",6,50,FALSE,FALSE,1,1,410,1610,398,1598,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
89,401638645101936128,101936101,572,"LayUpShot","Donovan Clingan made Layup. Assisted by Tristen Newton.",23,25,1,"1st Half","6:38",TRUE,2,41,5105565,"2024-04-09T01:51:18Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:38",6,38,FALSE,FALSE,1,1,398,1598,398,1598,1,1,4592965,2024-04-08,2024-04-08 21:20:00,NA,27,0,41.75,-2
90,401638645101936128,101936102,519,"PersonalFoul","Foul on Caleb Furst.",23,25,1,"1st Half","6:38",FALSE,0,2509,4433598,"2024-04-09T01:51:18Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:38",6,38,FALSE,FALSE,1,1,398,1598,398,1598,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
91,401638645101936128,101936103,540,"MadeFreeThrow","Donovan Clingan made Free Throw.",23,26,1,"1st Half","6:38",TRUE,1,41,5105565,"2024-04-09T01:51:18Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:38",6,38,FALSE,FALSE,1,1,398,1598,384,1584,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
92,401638645101937472,101937501,558,"JumpShot","Fletcher Loyer missed Jumper.",23,26,1,"1st Half","6:24",FALSE,2,2509,5105853,"2024-04-09T01:52:09Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:24",6,24,FALSE,FALSE,1,1,384,1584,384,1584,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,29,11,-30.75,4
93,401638645101937472,101937502,587,"Defensive Rebound","UConn Defensive Rebound.",23,26,1,"1st Half","6:24",FALSE,0,41,NA,"2024-04-09T01:52:09Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:24",6,24,FALSE,FALSE,1,1,384,1584,383,1583,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
94,401638645101937600,101937601,519,"PersonalFoul","Foul on Trey Kaufman-Renn.",23,26,1,"1st Half","6:23",FALSE,0,2509,4897438,"2024-04-09T01:52:24Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:23",6,23,FALSE,FALSE,1,1,383,1583,375,1575,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
95,401638645101938432,101938401,572,"LayUpShot","Donovan Clingan missed Layup.",23,26,1,"1st Half","6:15",FALSE,2,41,5105565,"2024-04-09T01:52:39Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:15",6,15,FALSE,FALSE,1,1,375,1575,375,1575,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,27,0,41.75,-2
96,401638645101938432,101938402,618,"Block Shot","Trey Kaufman-Renn Block.",23,26,1,"1st Half","6:15",FALSE,0,2509,4897438,"2024-04-09T01:52:39Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:15",6,15,FALSE,FALSE,1,1,375,1575,375,1575,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
97,401638645101938432,101938403,587,"Defensive Rebound","Braden Smith Defensive Rebound.",23,26,1,"1st Half","6:15",FALSE,0,2509,5105854,"2024-04-09T01:52:39Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"6:15",6,15,FALSE,FALSE,1,1,375,1575,357,1557,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
98,401638645101944192,101944201,558,"JumpShot","Fletcher Loyer missed Jumper.",23,26,1,"1st Half","5:57",FALSE,2,2509,5105853,"2024-04-09T01:52:59Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"5:57",5,57,FALSE,FALSE,1,1,357,1557,357,1557,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,10,-31.75,0
99,401638645101944192,101944202,586,"Offensive Rebound","Zach Edey Offensive Rebound.",23,26,1,"1st Half","5:57",FALSE,0,2509,4600663,"2024-04-09T01:52:59Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"5:57",5,57,FALSE,FALSE,1,1,357,1557,357,1557,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
100,401638645101944192,101944203,437,"TipShot","Zach Edey made Two Point Tip Shot.",25,26,1,"1st Half","5:57",TRUE,2,2509,4600663,"2024-04-09T01:52:59Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"5:57",5,57,FALSE,FALSE,1,1,357,1557,329,1529,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,1,-40.75,0
101,401638645101947008,101947001,519,"PersonalFoul","Foul on Camden Heide.",25,26,1,"1st Half","5:29",FALSE,0,2509,5105855,"2024-04-09T01:53:34Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"5:29",5,29,FALSE,FALSE,1,1,329,1529,323,1523,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
102,401638645101947584,101947601,558,"JumpShot","Donovan Clingan made Jumper.",25,28,1,"1st Half","5:23",TRUE,2,41,5105565,"2024-04-09T01:53:59Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"5:23",5,23,FALSE,FALSE,1,1,323,1523,300,1500,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,27,8,33.75,-2
103,401638645101949888,101949901,558,"JumpShot","Zach Edey missed Jumper.",25,28,1,"1st Half","5:00",FALSE,2,2509,4600663,"2024-04-09T01:54:24Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"5:00",5,0,FALSE,FALSE,1,1,300,1500,300,1500,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,29,7,-34.75,4
104,401638645101949888,101949902,587,"Defensive Rebound","Alex Karaban Defensive Rebound.",25,28,1,"1st Half","5:00",FALSE,0,41,4917149,"2024-04-09T01:54:24Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"5:00",5,0,FALSE,FALSE,1,1,300,1500,287,1487,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
105,401638645101955200,101955201,572,"LayUpShot","Tristen Newton made Layup. Assisted by Stephon Castle.",25,30,1,"1st Half","4:47",TRUE,2,41,4592965,"2024-04-09T01:55:00Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"4:47",4,47,FALSE,FALSE,1,1,287,1487,262,1462,1,1,4845367,2024-04-08,2024-04-08 21:20:00,NA,23,0,41.75,2
106,401638645101957696,101957701,558,"JumpShot","Trey Kaufman-Renn missed Jumper.",25,30,1,"1st Half","4:22",FALSE,2,2509,4897438,"2024-04-09T01:55:25Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"4:22",4,22,FALSE,FALSE,1,1,262,1462,262,1462,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,32,5,-36.75,7
107,401638645101957696,101957702,586,"Offensive Rebound","Purdue Offensive Rebound.",25,30,1,"1st Half","4:22",FALSE,0,2509,NA,"2024-04-09T01:55:25Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"4:22",4,22,FALSE,FALSE,1,1,262,1462,257,1457,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
108,401638645101958208,101958201,558,"JumpShot","Zach Edey missed Jumper.",25,30,1,"1st Half","4:17",FALSE,2,2509,4600663,"2024-04-09T01:55:50Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"4:17",4,17,FALSE,FALSE,1,1,257,1457,257,1457,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,26,8,-33.75,1
109,401638645101958208,101958202,587,"Defensive Rebound","Stephon Castle Defensive Rebound.",25,30,1,"1st Half","4:17",FALSE,0,41,4845367,"2024-04-09T01:55:50Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"4:17",4,17,FALSE,FALSE,1,1,257,1457,249,1449,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
110,401638645101958976,101959001,558,"JumpShot","Alex Karaban missed Three Point Jumper.",25,30,1,"1st Half","4:09",FALSE,3,41,4917149,"2024-04-09T01:56:00Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"4:09",4,9,FALSE,FALSE,1,1,249,1449,249,1449,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,26,27,14.75,-1
111,401638645101958976,101959002,587,"Defensive Rebound","Zach Edey Defensive Rebound.",25,30,1,"1st Half","4:09",FALSE,0,2509,4600663,"2024-04-09T01:56:00Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"4:09",4,9,FALSE,FALSE,1,1,249,1449,229,1429,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
112,401638645101964992,101965001,598,"Lost Ball Turnover","Fletcher Loyer Turnover.",25,30,1,"1st Half","3:49",FALSE,0,2509,5105853,"2024-04-09T01:56:25Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"3:49",3,49,FALSE,FALSE,1,1,229,1429,229,1429,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
113,401638645101964992,101965002,607,"Steal","Cam Spencer Steal.",25,30,1,"1st Half","3:49",FALSE,0,41,4433083,"2024-04-09T01:56:25Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"3:49",3,49,FALSE,FALSE,1,1,229,1429,229,1429,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
114,401638645101964992,101965003,580,"OfficialTVTimeOut"," Official TV Timeout",25,30,1,"1st Half","3:49",FALSE,0,NA,NA,"2024-04-09T01:56:25Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"3:49",3,49,FALSE,FALSE,1,1,229,1429,206,1406,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
115,401638645101967296,101967301,558,"JumpShot","Stephon Castle made Jumper.",25,32,1,"1st Half","3:26",TRUE,2,41,4845367,"2024-04-09T02:00:12Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"3:26",3,26,FALSE,FALSE,1,1,206,1406,191,1391,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,30,7,34.75,-5
116,401638645101968832,101968801,558,"JumpShot","Braden Smith made Jumper.",27,32,1,"1st Half","3:11",TRUE,2,2509,5105854,"2024-04-09T02:00:28Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"3:11",3,11,FALSE,FALSE,1,1,191,1391,166,1366,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,22,15,-26.75,-3
117,401638645101975296,101975301,519,"PersonalFoul","Foul on Stephon Castle.",27,32,1,"1st Half","2:46",FALSE,0,41,4845367,"2024-04-09T02:00:53Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"2:46",2,46,FALSE,FALSE,1,1,166,1366,166,1366,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
118,401638645101975296,101975302,598,"Lost Ball Turnover","Stephon Castle Turnover.",27,32,1,"1st Half","2:46",FALSE,0,41,4845367,"2024-04-09T02:00:53Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"2:46",2,46,FALSE,FALSE,1,1,166,1366,142,1342,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
119,401638645101977728,101977701,558,"JumpShot","Braden Smith made Three Point Jumper.",30,32,1,"1st Half","2:22",TRUE,3,2509,5105854,"2024-04-09T02:01:38Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"2:22",2,22,FALSE,FALSE,1,1,142,1342,129,1329,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,42,17,-24.75,17
120,401638645101979008,101979001,579,"ShortTimeOut","UConn  Timeout",30,32,1,"1st Half","2:09",FALSE,0,41,NA,"2024-04-09T02:01:48Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"2:09",2,9,TRUE,FALSE,1,1,129,1329,120,1320,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
121,401638645101979904,101979901,558,"JumpShot","Tristen Newton made Jumper.",30,34,1,"1st Half","2:00",TRUE,2,41,4592965,"2024-04-09T02:05:15Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"2:00",2,0,FALSE,FALSE,1,1,120,1320,97,1297,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,28,7,34.75,-3
122,401638645101986176,101986201,572,"LayUpShot","Zach Edey missed Layup.",30,34,1,"1st Half","1:37",FALSE,2,2509,4600663,"2024-04-09T02:05:41Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:37",1,37,FALSE,FALSE,1,1,97,1297,97,1297,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,27,0,-41.75,2
123,401638645101986176,101986202,586,"Offensive Rebound","Mason Gillis Offensive Rebound.",30,34,1,"1st Half","1:37",FALSE,0,2509,4431753,"2024-04-09T02:05:41Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:37",1,37,FALSE,FALSE,1,1,97,1297,93,1293,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
124,401638645101986624,101986601,579,"ShortTimeOut","Purdue  Timeout",30,34,1,"1st Half","1:33",FALSE,0,2509,NA,"2024-04-09T02:06:10Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:33",1,33,FALSE,TRUE,1,1,93,1293,93,1293,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
125,401638645101986624,101986602,615,"Jumpball","Jump Ball won by Purdue",30,34,1,"1st Half","1:33",FALSE,0,2509,NA,"2024-04-09T02:06:10Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:33",1,33,FALSE,FALSE,1,1,93,1293,91,1291,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
126,401638645101986816,101986801,558,"JumpShot","Mason Gillis missed Jumper.",30,34,1,"1st Half","1:31",FALSE,2,2509,4431753,"2024-04-09T02:07:31Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:31",1,31,FALSE,FALSE,1,1,91,1291,91,1291,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,43,12,-29.75,18
127,401638645101986816,101986802,618,"Block Shot","Alex Karaban Block.",30,34,1,"1st Half","1:31",FALSE,0,41,4917149,"2024-04-09T02:07:31Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:31",1,31,FALSE,FALSE,1,1,91,1291,91,1291,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
128,401638645101986816,101986803,587,"Defensive Rebound","Alex Karaban Defensive Rebound.",30,34,1,"1st Half","1:31",FALSE,0,41,4917149,"2024-04-09T02:07:31Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:31",1,31,FALSE,FALSE,1,1,91,1291,68,1268,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
129,401638645101989120,101989101,615,"Jumpball","Jump Ball won by UConn",30,34,1,"1st Half","1:08",FALSE,0,41,NA,"2024-04-09T02:07:56Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:08",1,8,FALSE,FALSE,1,1,68,1268,65,1265,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
130,401638645101989376,101989401,558,"JumpShot","Donovan Clingan missed Three Point Jumper.",30,34,1,"1st Half","1:05",FALSE,3,41,5105565,"2024-04-09T02:08:47Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:05",1,5,FALSE,FALSE,1,1,65,1265,65,1265,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,14,22,19.75,11
131,401638645101989376,101989402,586,"Offensive Rebound","Cam Spencer Offensive Rebound.",30,34,1,"1st Half","1:05",FALSE,0,41,4433083,"2024-04-09T02:08:47Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"1:05",1,5,FALSE,FALSE,1,1,65,1265,49,1249,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
132,401638645101995008,101995001,572,"LayUpShot","Tristen Newton missed Layup.",30,34,1,"1st Half","0:49",FALSE,2,41,4592965,"2024-04-09T02:09:02Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"0:49",0,49,FALSE,FALSE,1,1,49,1249,49,1249,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,21,2,39.75,4
133,401638645101995008,101995002,586,"Offensive Rebound","Stephon Castle Offensive Rebound.",30,34,1,"1st Half","0:49",FALSE,0,41,4845367,"2024-04-09T02:09:02Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"0:49",0,49,FALSE,FALSE,1,1,49,1249,49,1249,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
134,401638645101995008,101995003,437,"TipShot","Stephon Castle made Two Point Tip Shot.",30,36,1,"1st Half","0:49",TRUE,2,41,4845367,"2024-04-09T02:09:02Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"0:49",0,49,FALSE,FALSE,1,1,49,1249,34,1234,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,1,40.75,0
